eal,Trade Date,Settlement Date,Asset/Account,Description,Note,Type,Category,Fee,Quantity,Security,Amount (CAD),Original Currency Amount,Exchange Rate
672fa8afc88c94995849306e,8/1/24,8/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit EVA REDMOND C1AApFGwxWVS,,deposit,,,-,,1190,1190 CAD,1
672fa8e1c88c949958493b62,8/1/24,8/1/24,RBC Online Banking (RBC Cash Back Mastercard),TESLA,,withdrawal,,,-,,-15.81,-15.81 CAD,1
672fa8afc88c949958493056,7/31/24,7/31/24,RBC Online Banking (RBC Advantage Banking),Loan payment,,withdrawal,,,-,,-857.93,-857.93 CAD,1
672fa8afc88c94995849304a,7/29/24,7/29/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1AezSM8qqz6,,deposit,,,-,,30,30 CAD,1
672fa8afc88c949958493050,7/29/24,7/29/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent hunnid 8EMKBA,,withdrawal,,,-,,-50,-50 CAD,1
672fa8afc88c94995849303e,7/22/24,7/22/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.19,-45.19 CAD,1
672fa8afc88c949958493044,7/22/24,7/22/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0661 COSTCO WHOLESAL,,withdrawal,,,-,,-71.86,-71.86 CAD,1
672fa8e1c88c949958493b50,7/21/24,7/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-14.68,-14.68 CAD,1
672fa8e1c88c949958493b56,7/21/24,7/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-32.75,-32.75 CAD,1
672fa8e1c88c949958493b5c,7/21/24,7/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,deposit,,,-,,1.05,1.05 CAD,1
672fa8afc88c949958493038,7/18/24,7/18/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1A8264tXCTH,,deposit,,,-,,475,475 CAD,1
672fa8afc88c949958493026,7/15/24,7/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball GFG345,,withdrawal,,,-,,-20,-20 CAD,1
672fa8afc88c94995849302c,7/15/24,7/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1ASV9kyHF6z,,deposit,,,-,,30,30 CAD,1
672fa8afc88c949958493032,7/15/24,7/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball WMYJHU,,withdrawal,,,-,,-415,-415 CAD,1
672fa8e1c88c949958493b4a,7/15/24,7/15/24,RBC Online Banking (RBC Cash Back Mastercard),OVERLIMIT FEE,,withdrawal,,,-,,-29,-29 CAD,1
672fa8e1c88c949958493b3e,7/12/24,7/12/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE INTEREST,,withdrawal,,,-,,-1.96,-1.96 CAD,1
672fa8e1c88c949958493b44,7/12/24,7/12/24,RBC Online Banking (RBC Cash Back Mastercard),PURCHASE INTEREST,,withdrawal,,,-,,-61.01,-61.01 CAD,1
672fa8e1c88c949958493b38,7/9/24,7/9/24,RBC Online Banking (RBC Cash Back Mastercard),Amazon.ca Prime Member,,withdrawal,,,-,,-11.49,-11.49 CAD,1
672fa8afc88c94995849301a,7/8/24,7/8/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.19,-45.19 CAD,1
672fa8afc88c949958493020,7/8/24,7/8/24,RBC Online Banking (RBC Advantage Banking),Misc Payment NL POWER INC,,withdrawal,,,-,,-85.17,-85.17 CAD,1
672fa8e1c88c949958493b32,7/8/24,7/8/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672fa8e1c88c949958493b2c,7/6/24,7/6/24,RBC Online Banking (RBC Cash Back Mastercard),Spotify P2D8640F5B,,withdrawal,,,-,,-12.64,-12.64 CAD,1
672fa8afc88c949958493014,7/4/24,7/4/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent shamar AKDB33,,withdrawal,,,-,,-1000,-1000 CAD,1
672fa8afc88c94995849300e,7/3/24,7/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1Awdt4pbU5f,,deposit,,,-,,850,850 CAD,1
672fa8afc88c949958492fcc,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4693 COSTCO WHOLESAL,,withdrawal,,,-,,-138.82,-138.82 CAD,1
672fa8afc88c949958492fd2,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),Loan payment,,withdrawal,,,-,,-857.93,-857.93 CAD,1
672fa8afc88c949958492fd8,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments JL5EJX,,withdrawal,,,-,,-500,-500 CAD,1
672fa8afc88c949958492fde,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent shamar B3ZWZJ,,withdrawal,,,-,,-345,-345 CAD,1
672fa8afc88c949958492fe4,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MRIDUL MISRA b4bc8d1c358a456f71cdf8713a9b3237,,deposit,,,-,,1050,1050 CAD,1
672fa8afc88c949958492fea,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MAYOWA DEBORAH OLUKUNLE C1AADxquUpV4,,deposit,,,-,,425,425 CAD,1
672fa8afc88c949958492ff0,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit EVA REDMOND C1AUFw27PDDV,,deposit,,,-,,1190,1190 CAD,1
672fa8afc88c949958492ff6,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1Am24zvWwrX,,deposit,,,-,,638,638 CAD,1
672fa8afc88c949958492ffc,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball 582E4R,,withdrawal,,,-,,-1000,-1000 CAD,1
672fa8afc88c949958493002,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments 5XBR46,,withdrawal,,,-,,-1000,-1000 CAD,1
672fa8afc88c949958493008,7/2/24,7/2/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 4870,,withdrawal,,,-,,-15,-15 CAD,1
672fa8e1c88c949958493b20,7/1/24,7/1/24,RBC Online Banking (RBC Cash Back Mastercard),TESLA,,withdrawal,,,-,,-15.81,-15.81 CAD,1
672fa8e1c88c949958493b26,7/1/24,7/1/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,15,15 CAD,1
672fa8e1c88c949958493b1a,6/28/24,6/28/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-4.51,-4.51 CAD,1
672fa8afc88c949958492fc6,6/25/24,6/25/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1AEZgPwg76d,,deposit,,,-,,475,475 CAD,1
672fa8afc88c949958492fc0,6/24/24,6/24/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.19,-45.19 CAD,1
672fa8e1c88c949958493b14,6/21/24,6/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-32.75,-32.75 CAD,1
672fa8afc88c949958492fba,6/19/24,6/19/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MADONNA REDMOND C1A4DXbqBnYb,,deposit,,,-,,892.5,892.5 CAD,1
672fa8afc88c949958492fb4,6/13/24,6/13/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 8760 COSTCO WHOLESAL,,withdrawal,,,-,,-13.31,-13.31 CAD,1
672fa8e1c88c949958493b0e,6/13/24,6/13/24,RBC Online Banking (RBC Cash Back Mastercard),OVERLIMIT FEE,,withdrawal,,,-,,-29,-29 CAD,1
672fa8e1c88c949958493b08,6/12/24,6/12/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE INTEREST,,withdrawal,,,-,,-0.33,-0.33 CAD,1
672fa8afc88c949958492fa8,6/11/24,6/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3162 COSTCO WHOLESAL,,withdrawal,,,-,,-71.86,-71.86 CAD,1
672fa8afc88c949958492fae,6/11/24,6/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0672 ATLANTIC CANNAB,,withdrawal,,,-,,-37.19,-37.19 CAD,1
672fa8aec88c949958492f60,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.19,-45.19 CAD,1
672fa8aec88c949958492f66,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4267 LONGSHORE HOLDI,,withdrawal,,,-,,-15,-15 CAD,1
672fa8aec88c949958492f6c,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2542 MARSHALLS 785/H,,withdrawal,,,-,,-28.74,-28.74 CAD,1
672fa8aec88c949958492f72,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2664 WENDY'S RESTAUR,,withdrawal,,,-,,-13.78,-13.78 CAD,1
672fa8aec88c949958492f78,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 7880 KENT MOUNT PEAR,,withdrawal,,,-,,-37.7,-37.7 CAD,1
672fa8aec88c949958492f7e,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 8672 HARVEYS #2687,,withdrawal,,,-,,-13.32,-13.32 CAD,1
672fa8aec88c949958492f84,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3600 ATLANTIC CANNAB,,withdrawal,,,-,,-17.23,-17.23 CAD,1
672fa8aec88c949958492f8a,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3084 WENDY'S RESTAUR,,withdrawal,,,-,,-6.89,-6.89 CAD,1
672fa8aec88c949958492f90,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9599 BOOSTER JUICE #,,withdrawal,,,-,,-10.45,-10.45 CAD,1
672fa8aec88c949958492f96,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3205 A W #9315 DANNY,,withdrawal,,,-,,-17.25,-17.25 CAD,1
672fa8aec88c949958492f9c,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9832 HARVEYS #2687,,withdrawal,,,-,,-6.66,-6.66 CAD,1
672fa8aec88c949958492fa2,6/10/24,6/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 5809 BURRITOS MEXICA,,withdrawal,,,-,,-14.78,-14.78 CAD,1
672fa8e1c88c949958493b02,6/10/24,6/10/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE FEE,,withdrawal,,,-,,-5,-5 CAD,1
672fa8e1c88c949958493afc,6/9/24,6/9/24,RBC Online Banking (RBC Cash Back Mastercard),Amazon.ca Prime Member,,withdrawal,,,-,,-11.49,-11.49 CAD,1
672fa8e1c88c949958493af0,6/8/24,6/8/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672fa8e1c88c949958493af6,6/8/24,6/8/24,RBC Online Banking (RBC Cash Back Mastercard),Wise Payments Canada I,,withdrawal,,,-,,-103.93,-103.93 CAD,1
672fa8aec88c949958492f48,6/7/24,6/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2587 WENDY'S RESTAUR,,withdrawal,,,-,,-13.78,-13.78 CAD,1
672fa8aec88c949958492f4e,6/7/24,6/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4142 RUBBERDUCK CAR,,withdrawal,,,-,,-17.24,-17.24 CAD,1
672fa8aec88c949958492f54,6/7/24,6/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4667 BURRITOS MEXICA,,withdrawal,,,-,,-24.73,-24.73 CAD,1
672fa8aec88c949958492f5a,6/7/24,6/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9915 HARVEYS #2687,,withdrawal,,,-,,-10.57,-10.57 CAD,1
672fa8aec88c949958492f36,6/6/24,6/6/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2435 SHOPPERS DRUG M,,withdrawal,,,-,,-5.46,-5.46 CAD,1
672fa8aec88c949958492f3c,6/6/24,6/6/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 1413 BURRITOS MEXICA,,withdrawal,,,-,,-27.17,-27.17 CAD,1
672fa8aec88c949958492f42,6/6/24,6/6/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments 47FA9N,,withdrawal,,,-,,-25,-25 CAD,1
672fa8e1c88c949958493aea,6/6/24,6/6/24,RBC Online Banking (RBC Cash Back Mastercard),Spotify P2CC74FE86,,withdrawal,,,-,,-12.64,-12.64 CAD,1
672fa8aec88c949958492f0c,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Misc Payment NL POWER INC,,withdrawal,,,-,,-89.98,-89.98 CAD,1
672fa8aec88c949958492f12,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 1971 WENDY'S RESTAUR,,withdrawal,,,-,,-13.78,-13.78 CAD,1
672fa8aec88c949958492f18,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2250 WALMART STORE #,,withdrawal,,,-,,-24.9,-24.9 CAD,1
672fa8aec88c949958492f1e,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2629 SHOPPERS DRUG M,,withdrawal,,,-,,-22.99,-22.99 CAD,1
672fa8aec88c949958492f24,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3199 HARVEYS #2687,,withdrawal,,,-,,-18.61,-18.61 CAD,1
672fa8aec88c949958492f2a,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2573 SQ *TOP NOTCH B,,withdrawal,,,-,,-48.3,-48.3 CAD,1
672fa8aec88c949958492f30,6/5/24,6/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 5688 MARSHALLS 785/H,,withdrawal,,,-,,-19.54,-19.54 CAD,1
672fa8aec88c949958492f06,6/4/24,6/4/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Kristof QE9L8W,,withdrawal,,,-,,-150,-150 CAD,1
672fa8aec88c949958492eee,6/3/24,6/3/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 3070,,withdrawal,,,-,,-750,-750 CAD,1
672fa8aec88c949958492ef4,6/3/24,6/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MRIDUL MISRA 00e76a5d389934c61ffbb766c7a078d7,,deposit,,,-,,1050,1050 CAD,1
672fa8aec88c949958492efa,6/3/24,6/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MAYOWA DEBORAH OLUKUNLE C1AecEYh2WPT,,deposit,,,-,,475,475 CAD,1
672fa8aec88c949958492f00,6/3/24,6/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent cisco BD9G23,,withdrawal,,,-,,-25,-25 CAD,1
672fa8e1c88c949958493ae4,6/3/24,6/3/24,RBC Online Banking (RBC Cash Back Mastercard),GOOGLE*GOOGLE STORAGE,,withdrawal,,,-,,-4.51,-4.51 CAD,1
672fa8e1c88c949958493ade,6/2/24,6/2/24,RBC Online Banking (RBC Cash Back Mastercard),TESLA,,withdrawal,,,-,,-15.81,-15.81 CAD,1
672fa8e1c88c949958493ad8,6/1/24,6/1/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,750,750 CAD,1
672fa8aec88c949958492ee2,5/31/24,5/31/24,RBC Online Banking (RBC Advantage Banking),Loan payment,,withdrawal,,,-,,-857.93,-857.93 CAD,1
672fa8aec88c949958492ee8,5/31/24,5/31/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 6453 COSTCO WHOLESAL,,withdrawal,,,-,,-71.86,-71.86 CAD,1
672fa8e1c88c949958493ad2,5/31/24,5/31/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-28.24,-28.24 CAD,1
672fa8aec88c949958492edc,5/30/24,5/30/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MOHANNAD ALREFAI 3ff5414a7065f0fc43823fe08ca197fd,,deposit,,,-,,85,85 CAD,1
672fa8aec88c949958492ed6,5/28/24,5/28/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1ATTWH2c6gC,,deposit,,,-,,475,475 CAD,1
672fa8e1c88c949958493ac6,5/28/24,5/28/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-4.51,-4.51 CAD,1
672fa8e1c88c949958493acc,5/28/24,5/28/24,RBC Online Banking (RBC Cash Back Mastercard),HARVEYS HOME HEATING,,withdrawal,,,-,,-1077.39,-1077.39 CAD,1
672fa8aec88c949958492ed0,5/27/24,5/27/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-41.96,-41.96 CAD,1
672fa8e1c88c949958493ac0,5/26/24,5/26/24,RBC Online Banking (RBC Cash Back Mastercard),PERPETUAL EVOLUTION CO,,withdrawal,,,-,,-130,-130 CAD,1
672fa8aec88c949958492eca,5/22/24,5/22/24,RBC Online Banking (RBC Advantage Banking),Misc Payment MATEUS SAAR,,deposit,,,-,,999.34,999.34 CAD,1
672fa8e1c88c949958493aba,5/22/24,5/22/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA,,withdrawal,,,-,,-10,-10 CAD,1
672fa8aec88c949958492eb8,5/21/24,5/21/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1ACvUSzv8Ua,,deposit,,,-,,100,100 CAD,1
672fa8aec88c949958492ebe,5/21/24,5/21/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mateus Saar C1AFpxuMuHnh,,deposit,,,-,,1000,1000 CAD,1
672fa8aec88c949958492ec4,5/21/24,5/21/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 1559,,withdrawal,,,-,,-1000,-1000 CAD,1
672fa8e1c88c949958493ab4,5/21/24,5/21/24,RBC Online Banking (RBC Cash Back Mastercard),COSTCO WHOLESALE W1324,,withdrawal,,,-,,-58.06,-58.06 CAD,1
672fa8e0c88c949958493aa8,5/20/24,5/20/24,RBC Online Banking (RBC Cash Back Mastercard),TIM HORTONS #2327,,withdrawal,,,-,,-6.54,-6.54 CAD,1
672fa8e1c88c949958493aae,5/20/24,5/20/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT,,withdrawal,,,-,,-22.97,-22.97 CAD,1
672fa8e0c88c949958493a84,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-9.01,-9.01 CAD,1
672fa8e0c88c949958493a8a,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-4.32,-4.32 CAD,1
672fa8e0c88c949958493a90,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-6.63,-6.63 CAD,1
672fa8e0c88c949958493a96,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),MCDONALD'S #29132,,withdrawal,,,-,,-12.71,-12.71 CAD,1
672fa8e0c88c949958493a9c,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,1000,1000 CAD,1
672fa8e0c88c949958493aa2,5/19/24,5/19/24,RBC Online Banking (RBC Cash Back Mastercard),STAG SHOP,,withdrawal,,,-,,-25.41,-25.41 CAD,1
672fa8e0c88c949958493a66,5/18/24,5/18/24,RBC Online Banking (RBC Cash Back Mastercard),TREPASSEY VARITY,,withdrawal,,,-,,-37.08,-37.08 CAD,1
672fa8e0c88c949958493a6c,5/18/24,5/18/24,RBC Online Banking (RBC Cash Back Mastercard),OUR PLEASURE INC - 462,,withdrawal,,,-,,-193.49,-193.49 CAD,1
672fa8e0c88c949958493a72,5/18/24,5/18/24,RBC Online Banking (RBC Cash Back Mastercard),BOOSTER JUICE # 119,,withdrawal,,,-,,-22.64,-22.64 CAD,1
672fa8e0c88c949958493a78,5/18/24,5/18/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-4.9,-4.9 CAD,1
672fa8e0c88c949958493a7e,5/18/24,5/18/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-5.08,-5.08 CAD,1
672fa8e0c88c949958493a54,5/17/24,5/17/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-12.6,-12.6 CAD,1
672fa8e0c88c949958493a5a,5/17/24,5/17/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT Q1R,,withdrawal,,,-,,-20.67,-20.67 CAD,1
672fa8e0c88c949958493a60,5/17/24,5/17/24,RBC Online Banking (RBC Cash Back Mastercard),RUBBER DUCK CAR WASH -,,withdrawal,,,-,,-4,-4 CAD,1
672fa8e0c88c949958493a1e,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),PERPETUAL EVOLUTION CO,,withdrawal,,,-,,-130,-130 CAD,1
672fa8e0c88c949958493a24,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT Q1R,,withdrawal,,,-,,-6.89,-6.89 CAD,1
672fa8e0c88c949958493a2a,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-14.06,-14.06 CAD,1
672fa8e0c88c949958493a30,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),A&W #9315  DANNY DRIVE,,withdrawal,,,-,,-6.89,-6.89 CAD,1
672fa8e0c88c949958493a36,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT,,withdrawal,,,-,,-18.35,-18.35 CAD,1
672fa8e0c88c949958493a3c,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),RUBBER DUCK CAR WASH -,,withdrawal,,,-,,-7,-7 CAD,1
672fa8e0c88c949958493a42,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),RUBBER DUCK CAR WASH -,,withdrawal,,,-,,-7,-7 CAD,1
672fa8e0c88c949958493a48,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),RUBBER DUCK CAR WASH -,,withdrawal,,,-,,-7,-7 CAD,1
672fa8e0c88c949958493a4e,5/16/24,5/16/24,RBC Online Banking (RBC Cash Back Mastercard),RUBBER DUCK CAR WASH -,,withdrawal,,,-,,-3,-3 CAD,1
672fa8aec88c949958492eb2,5/15/24,5/15/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 2253,,withdrawal,,,-,,-1000,-1000 CAD,1
672fa8e0c88c9499584939dc,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,1000,1000 CAD,1
672fa8e0c88c9499584939e2,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT Q1R,,withdrawal,,,-,,-16.07,-16.07 CAD,1
672fa8e0c88c9499584939e8,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),HARVEYS #2687,,withdrawal,,,-,,-13.88,-13.88 CAD,1
672fa8e0c88c9499584939ee,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-4.51,-4.51 CAD,1
672fa8e0c88c9499584939f4,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),HARVEYS #2687,,withdrawal,,,-,,-14.24,-14.24 CAD,1
672fa8e0c88c9499584939fa,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672fa8e0c88c949958493a00,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),SQ *TOP NOTCH BARBERSH,,withdrawal,,,-,,-48.3,-48.3 CAD,1
672fa8e0c88c949958493a06,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),TIM HORTONS #2327,,withdrawal,,,-,,-0.46,-0.46 CAD,1
672fa8e0c88c949958493a0c,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),MUN Dental Clinic,,withdrawal,,,-,,-108.48,-108.48 CAD,1
672fa8e0c88c949958493a12,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT Q1R,,withdrawal,,,-,,-6.89,-6.89 CAD,1
672fa8e0c88c949958493a18,5/15/24,5/15/24,RBC Online Banking (RBC Cash Back Mastercard),CHARGEPOINT CANADA - (,,withdrawal,,,-,,-7.65,-7.65 CAD,1
672fa8aec88c949958492e8e,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit OIE SAAR C1AdDkQ3FMbz,,deposit,,,-,,50,50 CAD,1
672fa8aec88c949958492e94,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.19,-45.19 CAD,1
672fa8aec88c949958492e9a,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit KARA EMMA WENZEL FB0DA5439F124F88B0CFC79D4BE501D4,,deposit,,,-,,50,50 CAD,1
672fa8aec88c949958492ea0,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MARKUS WENZEL C1ATgZJJZCzk,,deposit,,,-,,100,100 CAD,1
672fa8aec88c949958492ea6,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1AfSbDmpXCa,,deposit,,,-,,50,50 CAD,1
672fa8aec88c949958492eac,5/14/24,5/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit LILLIAN SAAR C1AqrAkbrCvK,,deposit,,,-,,50,50 CAD,1
672fa8e0c88c9499584939be,5/14/24,5/14/24,RBC Online Banking (RBC Cash Back Mastercard),OVERLIMIT FEE,,withdrawal,,,-,,-29,-29 CAD,1
672fa8e0c88c9499584939c4,5/14/24,5/14/24,RBC Online Banking (RBC Cash Back Mastercard),WENDY'S RESTAURANT Q1R,,withdrawal,,,-,,-13.78,-13.78 CAD,1
